terrain_group_sha256,method_id,task_count,false_corridor_count,false_corridor_correction_count,false_corridor_correction_rate,reference_valid_route_count,reference_valid_route_abandonment_count,reference_valid_route_abandonment_rate,valid_lift_opportunity_count,valid_lift_abandonment_count,valid_lift_abandonment_rate
081cb2aeaf1f6e65369fea410e1951ab868fc657b2de4a61d3287eef4de9e406,continuous_attenuation,4,0,0,,2,0,0.0,1,0,0.0
081cb2aeaf1f6e65369fea410e1951ab868fc657b2de4a61d3287eef4de9e406,hard_warning,4,0,0,,2,0,0.0,1,0,0.0
081cb2aeaf1f6e65369fea410e1951ab868fc657b2de4a61d3287eef4de9e406,matched_uniform,4,0,0,,2,0,0.0,1,0,0.0
081cb2aeaf1f6e65369fea410e1951ab868fc657b2de4a61d3287eef4de9e406,s_only,4,0,0,,2,0,0.0,1,0,0.0
0a599f7a069afa6b245f10cce4954b8f1f9ebd843b9f2fb594b55212f9017b59,continuous_attenuation,12,0,0,,12,0,0.0,5,0,0.0
0a599f7a069afa6b245f10cce4954b8f1f9ebd843b9f2fb594b55212f9017b59,hard_warning,12,0,0,,12,0,0.0,5,0,0.0
0a599f7a069afa6b245f10cce4954b8f1f9ebd843b9f2fb594b55212f9017b59,matched_uniform,12,0,0,,12,0,0.0,5,0,0.0
0a599f7a069afa6b245f10cce4954b8f1f9ebd843b9f2fb594b55212f9017b59,s_only,12,0,0,,12,0,0.0,5,0,0.0
0b9b0393f6bf8d44e50097aee188ba7abc841d430c3356e2c93e2ceb73a493c0,continuous_attenuation,2,0,0,,1,0,0.0,0,0,
0b9b0393f6bf8d44e50097aee188ba7abc841d430c3356e2c93e2ceb73a493c0,hard_warning,2,0,0,,1,0,0.0,0,0,
0b9b0393f6bf8d44e50097aee188ba7abc841d430c3356e2c93e2ceb73a493c0,matched_uniform,2,0,0,,1,0,0.0,0,0,
0b9b0393f6bf8d44e50097aee188ba7abc841d430c3356e2c93e2ceb73a493c0,s_only,2,0,0,,1,0,0.0,0,0,
0d789a6e8c38efdb42c84bd06e79953fd41d81ad4f51e55bc5c1b5c05f643794,continuous_attenuation,1,0,0,,1,0,0.0,1,0,0.0
0d789a6e8c38efdb42c84bd06e79953fd41d81ad4f51e55bc5c1b5c05f643794,hard_warning,1,0,0,,1,0,0.0,1,0,0.0
0d789a6e8c38efdb42c84bd06e79953fd41d81ad4f51e55bc5c1b5c05f643794,matched_uniform,1,0,0,,1,0,0.0,1,0,0.0
0d789a6e8c38efdb42c84bd06e79953fd41d81ad4f51e55bc5c1b5c05f643794,s_only,1,0,0,,1,0,0.0,1,0,0.0
108f9970fd16592d87a536a652fac76ea17f567d97f1dce2c3789becb333d12e,continuous_attenuation,2,0,0,,0,0,,0,0,
108f9970fd16592d87a536a652fac76ea17f567d97f1dce2c3789becb333d12e,hard_warning,2,0,0,,0,0,,0,0,
108f9970fd16592d87a536a652fac76ea17f567d97f1dce2c3789becb333d12e,matched_uniform,2,0,0,,0,0,,0,0,
108f9970fd16592d87a536a652fac76ea17f567d97f1dce2c3789becb333d12e,s_only,2,0,0,,0,0,,0,0,
126283bcf4e99fcba408bed6ec123466baf2119acdf36c9737b641c8346bfb61,continuous_attenuation,2,0,0,,0,0,,0,0,
126283bcf4e99fcba408bed6ec123466baf2119acdf36c9737b641c8346bfb61,hard_warning,2,0,0,,0,0,,0,0,
126283bcf4e99fcba408bed6ec123466baf2119acdf36c9737b641c8346bfb61,matched_uniform,2,0,0,,0,0,,0,0,
126283bcf4e99fcba408bed6ec123466baf2119acdf36c9737b641c8346bfb61,s_only,2,0,0,,0,0,,0,0,
12f43b00194545f40bb884dc503c0927c1c2a3a734b27b616dbfaabe1480ca6f,continuous_attenuation,1,0,0,,1,0,0.0,0,0,
12f43b00194545f40bb884dc503c0927c1c2a3a734b27b616dbfaabe1480ca6f,hard_warning,1,0,0,,1,0,0.0,0,0,
12f43b00194545f40bb884dc503c0927c1c2a3a734b27b616dbfaabe1480ca6f,matched_uniform,1,0,0,,1,0,0.0,0,0,
12f43b00194545f40bb884dc503c0927c1c2a3a734b27b616dbfaabe1480ca6f,s_only,1,0,0,,1,0,0.0,0,0,
16dd2d5a863700b2e7501256f166a00c87ca63e0acf52d78eb92e0b51dda9611,continuous_attenuation,3,0,0,,3,0,0.0,0,0,
16dd2d5a863700b2e7501256f166a00c87ca63e0acf52d78eb92e0b51dda9611,hard_warning,3,0,0,,3,1,0.3333333333333333,0,0,
16dd2d5a863700b2e7501256f166a00c87ca63e0acf52d78eb92e0b51dda9611,matched_uniform,3,0,0,,3,1,0.3333333333333333,0,0,
16dd2d5a863700b2e7501256f166a00c87ca63e0acf52d78eb92e0b51dda9611,s_only,3,0,0,,3,0,0.0,0,0,
187935cff5aef56e28d5b9dd96991771705ba6a31bc737fd4e26b26ee7fbca78,continuous_attenuation,1,0,0,,1,0,0.0,0,0,
187935cff5aef56e28d5b9dd96991771705ba6a31bc737fd4e26b26ee7fbca78,hard_warning,1,0,0,,1,0,0.0,0,0,
187935cff5aef56e28d5b9dd96991771705ba6a31bc737fd4e26b26ee7fbca78,matched_uniform,1,0,0,,1,0,0.0,0,0,
187935cff5aef56e28d5b9dd96991771705ba6a31bc737fd4e26b26ee7fbca78,s_only,1,0,0,,1,0,0.0,0,0,
18ca37a2de2d5887d5624fba3f16953c6b29674c38a54e05716f70e0b30e859c,continuous_attenuation,7,1,1,1.0,4,0,0.0,3,0,0.0
18ca37a2de2d5887d5624fba3f16953c6b29674c38a54e05716f70e0b30e859c,hard_warning,7,1,1,1.0,4,2,0.5,3,2,0.6666666666666666
18ca37a2de2d5887d5624fba3f16953c6b29674c38a54e05716f70e0b30e859c,matched_uniform,7,1,1,1.0,4,1,0.25,3,1,0.3333333333333333
18ca37a2de2d5887d5624fba3f16953c6b29674c38a54e05716f70e0b30e859c,s_only,7,1,0,0.0,4,0,0.0,3,0,0.0
1d34775a577b8bb044ff1d0100711d1f561a2104d4d056560ce300db2d9430ae,continuous_attenuation,5,3,2,0.6666666666666666,2,0,0.0,1,0,0.0
1d34775a577b8bb044ff1d0100711d1f561a2104d4d056560ce300db2d9430ae,hard_warning,5,3,3,1.0,2,0,0.0,1,0,0.0
1d34775a577b8bb044ff1d0100711d1f561a2104d4d056560ce300db2d9430ae,matched_uniform,5,3,0,0.0,2,0,0.0,1,0,0.0
1d34775a577b8bb044ff1d0100711d1f561a2104d4d056560ce300db2d9430ae,s_only,5,3,0,0.0,2,0,0.0,1,0,0.0
1e8aacc31af10002c4cac27fdd4284c7c2fb74d1095dbf04d2209dfc2097437b,continuous_attenuation,11,0,0,,10,3,0.3,1,0,0.0
1e8aacc31af10002c4cac27fdd4284c7c2fb74d1095dbf04d2209dfc2097437b,hard_warning,11,0,0,,10,8,0.8,1,1,1.0
1e8aacc31af10002c4cac27fdd4284c7c2fb74d1095dbf04d2209dfc2097437b,matched_uniform,11,0,0,,10,8,0.8,1,0,0.0
1e8aacc31af10002c4cac27fdd4284c7c2fb74d1095dbf04d2209dfc2097437b,s_only,11,0,0,,10,1,0.1,1,0,0.0
20d96614634ada8402b831fcd393526022ec5eda193cb37fe1ba624a771db501,continuous_attenuation,3,0,0,,1,0,0.0,0,0,
20d96614634ada8402b831fcd393526022ec5eda193cb37fe1ba624a771db501,hard_warning,3,0,0,,1,0,0.0,0,0,
20d96614634ada8402b831fcd393526022ec5eda193cb37fe1ba624a771db501,matched_uniform,3,0,0,,1,0,0.0,0,0,
20d96614634ada8402b831fcd393526022ec5eda193cb37fe1ba624a771db501,s_only,3,0,0,,1,0,0.0,0,0,
230ade85efb668b4732455bfed983ab6709277b332febbc4f515eb6cc3a42f04,continuous_attenuation,1,0,0,,1,0,0.0,1,0,0.0
230ade85efb668b4732455bfed983ab6709277b332febbc4f515eb6cc3a42f04,hard_warning,1,0,0,,1,1,1.0,1,1,1.0
230ade85efb668b4732455bfed983ab6709277b332febbc4f515eb6cc3a42f04,matched_uniform,1,0,0,,1,0,0.0,1,0,0.0
230ade85efb668b4732455bfed983ab6709277b332febbc4f515eb6cc3a42f04,s_only,1,0,0,,1,0,0.0,1,0,0.0
235a6e62a918dd0fc0b8b5f64e10cff7627518f4d9833c82f3799716ee57b2c7,continuous_attenuation,6,0,0,,4,2,0.5,1,1,1.0
235a6e62a918dd0fc0b8b5f64e10cff7627518f4d9833c82f3799716ee57b2c7,hard_warning,6,0,0,,4,2,0.5,1,1,1.0
235a6e62a918dd0fc0b8b5f64e10cff7627518f4d9833c82f3799716ee57b2c7,matched_uniform,6,0,0,,4,1,0.25,1,0,0.0
235a6e62a918dd0fc0b8b5f64e10cff7627518f4d9833c82f3799716ee57b2c7,s_only,6,0,0,,4,2,0.5,1,1,1.0
253a0aa345a3a6bdb6998821ac85af2dc288b9f2288c6ce445d86644c699a607,continuous_attenuation,7,1,0,0.0,6,0,0.0,1,0,0.0
253a0aa345a3a6bdb6998821ac85af2dc288b9f2288c6ce445d86644c699a607,hard_warning,7,1,1,1.0,6,3,0.5,1,1,1.0
253a0aa345a3a6bdb6998821ac85af2dc288b9f2288c6ce445d86644c699a607,matched_uniform,7,1,0,0.0,6,0,0.0,1,0,0.0
253a0aa345a3a6bdb6998821ac85af2dc288b9f2288c6ce445d86644c699a607,s_only,7,1,0,0.0,6,0,0.0,1,0,0.0
2555adf0d4c56c9526042e990d8d238c238dfb4e4e43f45ee605a22dfe70fe0e,continuous_attenuation,6,0,0,,6,0,0.0,5,0,0.0
2555adf0d4c56c9526042e990d8d238c238dfb4e4e43f45ee605a22dfe70fe0e,hard_warning,6,0,0,,6,3,0.5,5,3,0.6
2555adf0d4c56c9526042e990d8d238c238dfb4e4e43f45ee605a22dfe70fe0e,matched_uniform,6,0,0,,6,0,0.0,5,0,0.0
2555adf0d4c56c9526042e990d8d238c238dfb4e4e43f45ee605a22dfe70fe0e,s_only,6,0,0,,6,0,0.0,5,0,0.0
25f22ae376d82f208ceae4f8e967a048eda21a90db20780888f4bd35bd5f0d1a,continuous_attenuation,8,1,1,1.0,5,0,0.0,0,0,
25f22ae376d82f208ceae4f8e967a048eda21a90db20780888f4bd35bd5f0d1a,hard_warning,8,1,1,1.0,5,1,0.2,0,0,
25f22ae376d82f208ceae4f8e967a048eda21a90db20780888f4bd35bd5f0d1a,matched_uniform,8,1,1,1.0,5,2,0.4,0,0,
25f22ae376d82f208ceae4f8e967a048eda21a90db20780888f4bd35bd5f0d1a,s_only,8,1,0,0.0,5,0,0.0,0,0,
2639d078d10f600df19914b25f7044c3ce499c9eb85585485ed99118f058d327,continuous_attenuation,6,0,0,,6,0,0.0,6,0,0.0
2639d078d10f600df19914b25f7044c3ce499c9eb85585485ed99118f058d327,hard_warning,6,0,0,,6,1,0.16666666666666666,6,1,0.16666666666666666
2639d078d10f600df19914b25f7044c3ce499c9eb85585485ed99118f058d327,matched_uniform,6,0,0,,6,0,0.0,6,0,0.0
2639d078d10f600df19914b25f7044c3ce499c9eb85585485ed99118f058d327,s_only,6,0,0,,6,0,0.0,6,0,0.0
27e1567823f24462a445d51bf9687a06e23f4d61dd53c2c60606ab80e68b4ba6,continuous_attenuation,6,0,0,,3,0,0.0,0,0,
27e1567823f24462a445d51bf9687a06e23f4d61dd53c2c60606ab80e68b4ba6,hard_warning,6,0,0,,3,0,0.0,0,0,
27e1567823f24462a445d51bf9687a06e23f4d61dd53c2c60606ab80e68b4ba6,matched_uniform,6,0,0,,3,0,0.0,0,0,
27e1567823f24462a445d51bf9687a06e23f4d61dd53c2c60606ab80e68b4ba6,s_only,6,0,0,,3,0,0.0,0,0,
2dcf225d44aa7cdf5b818c30c0384b317a8c454bfe54534bca9c4db94c202658,continuous_attenuation,2,0,0,,0,0,,0,0,
2dcf225d44aa7cdf5b818c30c0384b317a8c454bfe54534bca9c4db94c202658,hard_warning,2,0,0,,0,0,,0,0,
2dcf225d44aa7cdf5b818c30c0384b317a8c454bfe54534bca9c4db94c202658,matched_uniform,2,0,0,,0,0,,0,0,
2dcf225d44aa7cdf5b818c30c0384b317a8c454bfe54534bca9c4db94c202658,s_only,2,0,0,,0,0,,0,0,
30925940be9a4d1334cd1a5d4eaa3d1ea50714bc68a44f3bab0646ce818b8a12,continuous_attenuation,3,0,0,,2,1,0.5,0,0,
30925940be9a4d1334cd1a5d4eaa3d1ea50714bc68a44f3bab0646ce818b8a12,hard_warning,3,0,0,,2,2,1.0,0,0,
30925940be9a4d1334cd1a5d4eaa3d1ea50714bc68a44f3bab0646ce818b8a12,matched_uniform,3,0,0,,2,0,0.0,0,0,
30925940be9a4d1334cd1a5d4eaa3d1ea50714bc68a44f3bab0646ce818b8a12,s_only,3,0,0,,2,0,0.0,0,0,
3697b31f446eb93ad004e6aa5bd8a2d53a59c07d8702133f8f555eb194c55a20,continuous_attenuation,1,0,0,,1,0,0.0,0,0,
3697b31f446eb93ad004e6aa5bd8a2d53a59c07d8702133f8f555eb194c55a20,hard_warning,1,0,0,,1,0,0.0,0,0,
3697b31f446eb93ad004e6aa5bd8a2d53a59c07d8702133f8f555eb194c55a20,matched_uniform,1,0,0,,1,0,0.0,0,0,
3697b31f446eb93ad004e6aa5bd8a2d53a59c07d8702133f8f555eb194c55a20,s_only,1,0,0,,1,0,0.0,0,0,
36ee9e7770744fac196a6142a02924b902b3b2a09559e7368eabcf72a09d95da,continuous_attenuation,4,0,0,,2,0,0.0,0,0,
36ee9e7770744fac196a6142a02924b902b3b2a09559e7368eabcf72a09d95da,hard_warning,4,0,0,,2,1,0.5,0,0,
36ee9e7770744fac196a6142a02924b902b3b2a09559e7368eabcf72a09d95da,matched_uniform,4,0,0,,2,0,0.0,0,0,
36ee9e7770744fac196a6142a02924b902b3b2a09559e7368eabcf72a09d95da,s_only,4,0,0,,2,0,0.0,0,0,
395302f2d645667db028adf705bbb23bb7725719f28535c64aa17634a9687717,continuous_attenuation,3,0,0,,2,0,0.0,0,0,
395302f2d645667db028adf705bbb23bb7725719f28535c64aa17634a9687717,hard_warning,3,0,0,,2,0,0.0,0,0,
395302f2d645667db028adf705bbb23bb7725719f28535c64aa17634a9687717,matched_uniform,3,0,0,,2,0,0.0,0,0,
395302f2d645667db028adf705bbb23bb7725719f28535c64aa17634a9687717,s_only,3,0,0,,2,0,0.0,0,0,
3b8a519b4331e386d555f7726116132f3f28f9aabe82cc49257848043f589da6,continuous_attenuation,2,0,0,,1,0,0.0,0,0,
3b8a519b4331e386d555f7726116132f3f28f9aabe82cc49257848043f589da6,hard_warning,2,0,0,,1,0,0.0,0,0,
3b8a519b4331e386d555f7726116132f3f28f9aabe82cc49257848043f589da6,matched_uniform,2,0,0,,1,0,0.0,0,0,
3b8a519b4331e386d555f7726116132f3f28f9aabe82cc49257848043f589da6,s_only,2,0,0,,1,0,0.0,0,0,
3d2d71283f2c33292b94ceae850df95c69d91b147ee9e6af0704f54899fd2edd,continuous_attenuation,5,0,0,,4,2,0.5,0,0,
3d2d71283f2c33292b94ceae850df95c69d91b147ee9e6af0704f54899fd2edd,hard_warning,5,0,0,,4,2,0.5,0,0,
3d2d71283f2c33292b94ceae850df95c69d91b147ee9e6af0704f54899fd2edd,matched_uniform,5,0,0,,4,2,0.5,0,0,
3d2d71283f2c33292b94ceae850df95c69d91b147ee9e6af0704f54899fd2edd,s_only,5,0,0,,4,1,0.25,0,0,
3e9917a8feea57c4ac8092c908f1ce8a42af3d36d822a6734fa4a882abb5d0a9,continuous_attenuation,10,0,0,,8,0,0.0,2,0,0.0
3e9917a8feea57c4ac8092c908f1ce8a42af3d36d822a6734fa4a882abb5d0a9,hard_warning,10,0,0,,8,8,1.0,2,2,1.0
3e9917a8feea57c4ac8092c908f1ce8a42af3d36d822a6734fa4a882abb5d0a9,matched_uniform,10,0,0,,8,2,0.25,2,0,0.0
3e9917a8feea57c4ac8092c908f1ce8a42af3d36d822a6734fa4a882abb5d0a9,s_only,10,0,0,,8,0,0.0,2,0,0.0
41d8f3fa47e22d3df284ae7fef720aaefff17a73f774630e985171bb73fc7f68,continuous_attenuation,1,0,0,,0,0,,0,0,
41d8f3fa47e22d3df284ae7fef720aaefff17a73f774630e985171bb73fc7f68,hard_warning,1,0,0,,0,0,,0,0,
41d8f3fa47e22d3df284ae7fef720aaefff17a73f774630e985171bb73fc7f68,matched_uniform,1,0,0,,0,0,,0,0,
41d8f3fa47e22d3df284ae7fef720aaefff17a73f774630e985171bb73fc7f68,s_only,1,0,0,,0,0,,0,0,
4501396293fae8c16cc1e555ea4f0f5b4fb6c8e6f7e9c73182ae933fee1b3598,continuous_attenuation,1,0,0,,1,1,1.0,0,0,
4501396293fae8c16cc1e555ea4f0f5b4fb6c8e6f7e9c73182ae933fee1b3598,hard_warning,1,0,0,,1,1,1.0,0,0,
4501396293fae8c16cc1e555ea4f0f5b4fb6c8e6f7e9c73182ae933fee1b3598,matched_uniform,1,0,0,,1,1,1.0,0,0,
4501396293fae8c16cc1e555ea4f0f5b4fb6c8e6f7e9c73182ae933fee1b3598,s_only,1,0,0,,1,0,0.0,0,0,
4938f4d5baa5ddb96eaf9ee3394ded9d2f76d0033d3fd6f91aae016032edce5e,continuous_attenuation,9,1,1,1.0,1,0,0.0,1,0,0.0
4938f4d5baa5ddb96eaf9ee3394ded9d2f76d0033d3fd6f91aae016032edce5e,hard_warning,9,1,1,1.0,1,0,0.0,1,0,0.0
4938f4d5baa5ddb96eaf9ee3394ded9d2f76d0033d3fd6f91aae016032edce5e,matched_uniform,9,1,1,1.0,1,0,0.0,1,0,0.0
4938f4d5baa5ddb96eaf9ee3394ded9d2f76d0033d3fd6f91aae016032edce5e,s_only,9,1,0,0.0,1,0,0.0,1,0,0.0
4cbba1ea1a5ed486e3d6bd806b1dde03c7d92200a4741d9e650d0b9703b857ac,continuous_attenuation,2,0,0,,2,0,0.0,0,0,
4cbba1ea1a5ed486e3d6bd806b1dde03c7d92200a4741d9e650d0b9703b857ac,hard_warning,2,0,0,,2,1,0.5,0,0,
4cbba1ea1a5ed486e3d6bd806b1dde03c7d92200a4741d9e650d0b9703b857ac,matched_uniform,2,0,0,,2,0,0.0,0,0,
4cbba1ea1a5ed486e3d6bd806b1dde03c7d92200a4741d9e650d0b9703b857ac,s_only,2,0,0,,2,0,0.0,0,0,
520f5828fa3c2f7c7e12100c51fd66bd6c43fb426d87c6b634e8090e9e4170bd,continuous_attenuation,3,0,0,,3,0,0.0,3,0,0.0
520f5828fa3c2f7c7e12100c51fd66bd6c43fb426d87c6b634e8090e9e4170bd,hard_warning,3,0,0,,3,0,0.0,3,0,0.0
520f5828fa3c2f7c7e12100c51fd66bd6c43fb426d87c6b634e8090e9e4170bd,matched_uniform,3,0,0,,3,0,0.0,3,0,0.0
520f5828fa3c2f7c7e12100c51fd66bd6c43fb426d87c6b634e8090e9e4170bd,s_only,3,0,0,,3,0,0.0,3,0,0.0
5422fd9053a8c736c46aa208907774fd7c6d6f9c49aa9c4b7751102eccb6cb5e,continuous_attenuation,6,1,0,0.0,3,0,0.0,0,0,
5422fd9053a8c736c46aa208907774fd7c6d6f9c49aa9c4b7751102eccb6cb5e,hard_warning,6,1,1,1.0,3,1,0.3333333333333333,0,0,
5422fd9053a8c736c46aa208907774fd7c6d6f9c49aa9c4b7751102eccb6cb5e,matched_uniform,6,1,1,1.0,3,1,0.3333333333333333,0,0,
5422fd9053a8c736c46aa208907774fd7c6d6f9c49aa9c4b7751102eccb6cb5e,s_only,6,1,0,0.0,3,0,0.0,0,0,
542a7eb22eb2e3be617059d5ccc57a8f5f4a47d0fd669966fac10a34a30af35d,continuous_attenuation,3,0,0,,3,0,0.0,3,0,0.0
542a7eb22eb2e3be617059d5ccc57a8f5f4a47d0fd669966fac10a34a30af35d,hard_warning,3,0,0,,3,2,0.6666666666666666,3,2,0.6666666666666666
542a7eb22eb2e3be617059d5ccc57a8f5f4a47d0fd669966fac10a34a30af35d,matched_uniform,3,0,0,,3,0,0.0,3,0,0.0
542a7eb22eb2e3be617059d5ccc57a8f5f4a47d0fd669966fac10a34a30af35d,s_only,3,0,0,,3,0,0.0,3,0,0.0
59f1b57c6361833139eb6ce2eb7d0da2d3708f14b424b98850aadebc693fd3ae,continuous_attenuation,1,0,0,,1,0,0.0,0,0,
59f1b57c6361833139eb6ce2eb7d0da2d3708f14b424b98850aadebc693fd3ae,hard_warning,1,0,0,,1,0,0.0,0,0,
59f1b57c6361833139eb6ce2eb7d0da2d3708f14b424b98850aadebc693fd3ae,matched_uniform,1,0,0,,1,0,0.0,0,0,
59f1b57c6361833139eb6ce2eb7d0da2d3708f14b424b98850aadebc693fd3ae,s_only,1,0,0,,1,0,0.0,0,0,
5c44fac284e038cf09370a079cc3c28baab3a0d9be32eae1aec37c6f1d184acb,continuous_attenuation,1,0,0,,0,0,,0,0,
5c44fac284e038cf09370a079cc3c28baab3a0d9be32eae1aec37c6f1d184acb,hard_warning,1,0,0,,0,0,,0,0,
5c44fac284e038cf09370a079cc3c28baab3a0d9be32eae1aec37c6f1d184acb,matched_uniform,1,0,0,,0,0,,0,0,
5c44fac284e038cf09370a079cc3c28baab3a0d9be32eae1aec37c6f1d184acb,s_only,1,0,0,,0,0,,0,0,
5c5ec62f4daa7809eda1f7d5e7a3104c9242f645d5af0afa88d3e821d2530e93,continuous_attenuation,1,0,0,,0,0,,0,0,
5c5ec62f4daa7809eda1f7d5e7a3104c9242f645d5af0afa88d3e821d2530e93,hard_warning,1,0,0,,0,0,,0,0,
5c5ec62f4daa7809eda1f7d5e7a3104c9242f645d5af0afa88d3e821d2530e93,matched_uniform,1,0,0,,0,0,,0,0,
5c5ec62f4daa7809eda1f7d5e7a3104c9242f645d5af0afa88d3e821d2530e93,s_only,1,0,0,,0,0,,0,0,
5d257ce41a5c24b6b4d0d9cea089bc84a551549f5c2931fdb1f294a835225a98,continuous_attenuation,1,0,0,,0,0,,0,0,
5d257ce41a5c24b6b4d0d9cea089bc84a551549f5c2931fdb1f294a835225a98,hard_warning,1,0,0,,0,0,,0,0,
5d257ce41a5c24b6b4d0d9cea089bc84a551549f5c2931fdb1f294a835225a98,matched_uniform,1,0,0,,0,0,,0,0,
5d257ce41a5c24b6b4d0d9cea089bc84a551549f5c2931fdb1f294a835225a98,s_only,1,0,0,,0,0,,0,0,
5fa83832c589a61b2de6bb6a7971c5985ac4a79d3e7da70aa45fd662f847a7ce,continuous_attenuation,1,0,0,,1,0,0.0,0,0,
5fa83832c589a61b2de6bb6a7971c5985ac4a79d3e7da70aa45fd662f847a7ce,hard_warning,1,0,0,,1,0,0.0,0,0,
5fa83832c589a61b2de6bb6a7971c5985ac4a79d3e7da70aa45fd662f847a7ce,matched_uniform,1,0,0,,1,0,0.0,0,0,
5fa83832c589a61b2de6bb6a7971c5985ac4a79d3e7da70aa45fd662f847a7ce,s_only,1,0,0,,1,0,0.0,0,0,
61f3edaad2503477b5db4ca8ead60a81db4b732cf71ee9ed38f74f36c665d562,continuous_attenuation,1,0,0,,0,0,,0,0,
61f3edaad2503477b5db4ca8ead60a81db4b732cf71ee9ed38f74f36c665d562,hard_warning,1,0,0,,0,0,,0,0,
61f3edaad2503477b5db4ca8ead60a81db4b732cf71ee9ed38f74f36c665d562,matched_uniform,1,0,0,,0,0,,0,0,
61f3edaad2503477b5db4ca8ead60a81db4b732cf71ee9ed38f74f36c665d562,s_only,1,0,0,,0,0,,0,0,
63f4dbc865aa189f29648e83c72517ec7cc78a4f8583b6e96c7efcaae3667767,continuous_attenuation,2,0,0,,1,0,0.0,0,0,
63f4dbc865aa189f29648e83c72517ec7cc78a4f8583b6e96c7efcaae3667767,hard_warning,2,0,0,,1,0,0.0,0,0,
63f4dbc865aa189f29648e83c72517ec7cc78a4f8583b6e96c7efcaae3667767,matched_uniform,2,0,0,,1,0,0.0,0,0,
